# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 280         6.585       53.125      5.20        Eelde       
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# STN,YYYYMMDD,   TG,   TN,   TX
  280,20190111,   70,   43,   84
  280,20190112,   71,   58,   84
  280,20190113,   80,   59,   97
  280,20190114,   38,   18,   59
  280,20190115,   65,   26,   81
  280,20190116,   64,   42,   79
  280,20190117,   28,  -14,   46
  280,20190118,   -3,  -48,   47
  280,20190119,  -19,  -46,   22
  280,20190120,  -44,  -81,    1
  280,20190121,  -23,  -90,   23
  280,20190122,  -16,  -29,    2
  280,20190123,  -26,  -49,  -14
  280,20190124,  -47,  -56,  -39
  280,20190125,  -28,  -66,   36
  280,20190126,   63,   29,   74
  280,20190127,   54,   33,   71
  280,20190128,   28,   -4,   48
  280,20190129,    9,  -21,   40
  280,20190130,    0,  -17,   16
  280,20190131,   -4,  -21,   14
  280,20190201,   -3,  -16,    6
  280,20190202,    9,   -7,   19
  280,20190203,    9,  -33,   63
  280,20190204,   16,   -8,   34
  280,20190205,   44,   33,   62
  280,20190206,   49,   32,   63
  280,20190207,   71,   57,   93
  280,20190208,   74,   46,   93
  280,20190209,   79,   68,   88
  280,20190210,   58,   39,   77
  280,20190211,   52,   18,   75
  280,20190212,   52,   -5,   89
  280,20190213,   65,   29,   86
  280,20190214,   44,  -10,  119
  280,20190215,   58,  -25,  149
  280,20190216,   79,   24,  137
  280,20190217,   76,    8,  149
  280,20190218,   78,   25,  143
  280,20190219,   64,   43,   81
  280,20190220,   78,   45,  105
  280,20190221,   75,   44,   95
  280,20190222,   82,   49,  110
  280,20190223,   50,    0,  110
  280,20190224,   45,  -33,  145
  280,20190225,   52,  -32,  167
  280,20190226,   60,  -34,  189
  280,20190227,   71,  -20,  183
  280,20190228,   62,   15,  109
  280,20190301,   58,   43,   80
  280,20190302,   68,  -15,  118
  280,20190303,  102,   89,  113
  280,20190304,   80,   55,  117
  280,20190305,   63,   32,  103
  280,20190306,   88,   39,  115
  280,20190307,   87,   54,  110
  280,20190308,   69,   52,   97
  280,20190309,   70,   47,  100
  280,20190310,   39,    9,   66
  280,20190311,   42,   13,   68
  280,20190312,   54,   12,   89
  280,20190313,   65,   42,   84
  280,20190314,   68,   55,   85
  280,20190315,   80,   53,  124
  280,20190316,   85,   54,  107
  280,20190317,   65,   39,  106
  280,20190318,   51,   -1,   92
  280,20190319,   53,  -20,  116
  280,20190320,   79,   30,  110
  280,20190321,   89,   70,  110
  280,20190322,  105,   59,  180
  280,20190323,   63,   17,  117
  280,20190324,   58,   18,  106
  280,20190325,   62,   28,   92
  280,20190326,   65,   20,  100
  280,20190327,   76,   13,  119
  280,20190328,   95,   61,  125
  280,20190329,   96,   36,  151
  280,20190330,   91,   16,  185
  280,20190331,   62,    6,  104
  280,20190401,   59,  -11,  122
  280,20190402,   90,   19,  175
  280,20190403,   78,   47,  100
  280,20190404,   60,   26,   76
  280,20190405,   70,   51,   86
  280,20190406,  104,   66,  160
  280,20190407,  130,   60,  207
  280,20190408,  107,   36,  181
  280,20190409,   74,   22,  124
  280,20190410,   45,   -2,   94
  280,20190411,   56,    9,  104
  280,20190412,   42,    8,   82
  280,20190413,   23,  -13,   64
  280,20190414,   56,    1,  104
  280,20190415,   97,   58,  153
  280,20190416,   95,   30,  164
  280,20190417,  130,   56,  197
  280,20190418,  144,   67,  215
  280,20190419,  152,   78,  235
  280,20190420,  140,   58,  224
  280,20190421,  130,   25,  215
  280,20190422,  162,   66,  235
  280,20190423,  160,  101,  215
  280,20190424,  182,  116,  261
  280,20190425,  138,   85,  204
  280,20190426,  116,   73,  158
  280,20190427,   93,   58,  127
  280,20190428,   74,   26,  121
  280,20190429,   79,   -2,  116
  280,20190430,   93,   79,  127
  280,20190501,   88,   73,  109
  280,20190502,   99,   45,  143
  280,20190503,   61,   18,  106
  280,20190504,   56,    5,  104
  280,20190505,   68,   19,  113
  280,20190506,   64,    5,  105
  280,20190507,   63,  -16,  122
  280,20190508,   94,   29,  145
  280,20190509,  113,   61,  179
  280,20190510,   90,   25,  135
  280,20190511,   81,   18,  131
  280,20190512,   77,    3,  134
  280,20190513,   79,   -5,  142
  280,20190514,   90,   11,  149
  280,20190515,  104,   27,  164
  280,20190516,  113,   55,  160
  280,20190517,  122,   97,  151
  280,20190518,  163,  100,  230
  280,20190519,  154,   73,  224
  280,20190520,  137,  111,  170
  280,20190521,  128,  110,  176
  280,20190522,  120,   54,  170
  280,20190523,  142,   45,  219
  280,20190524,  138,   61,  216
  280,20190525,  118,   75,  165
  280,20190526,  151,   81,  207
  280,20190527,  132,   88,  167
  280,20190528,  100,   32,  144
  280,20190529,  126,   17,  189
  280,20190530,  162,  127,  203
  280,20190531,  174,  133,  220
  280,20190601,  171,  101,  231
  280,20190602,  224,  137,  299
  280,20190603,  162,   98,  200
  280,20190604,  192,  117,  243
  280,20190605,  189,  157,  239
  280,20190606,  143,   75,  184
  280,20190607,  161,   66,  235
  280,20190608,  144,  116,  176
  280,20190609,  149,   96,  205
  280,20190610,  177,  131,  228
  280,20190611,  151,   91,  189
  280,20190612,  147,   89,  183
  280,20190613,  150,  107,  206
  280,20190614,  180,  107,  238
  280,20190615,  161,  104,  200
  280,20190616,  166,   89,  221
  280,20190617,  193,  117,  259
  280,20190618,  198,  121,  269
  280,20190619,  201,  141,  266
  280,20190620,  163,  111,  203
  280,20190621,  147,   82,  202
  280,20190622,  153,   64,  208
  280,20190623,  208,  124,  277
  280,20190624,  244,  174,  300
  280,20190625,  263,  191,  335
  280,20190626,  178,  138,  212
  280,20190627,  149,  131,  183
  280,20190628,  160,  110,  209
  280,20190629,  211,  100,  304
  280,20190630,  207,  124,  272
  280,20190701,  175,  128,  223
  280,20190702,  152,   81,  200
  280,20190703,  137,   70,  190
  280,20190704,  155,   52,  219
  280,20190705,  165,  105,  214
  280,20190706,  152,  108,  195
  280,20190707,  138,  104,  173
  280,20190708,  129,   79,  171
  280,20190709,  139,   67,  195
  280,20190710,  134,   65,  183
  280,20190711,  165,  127,  208
  280,20190712,  178,  150,  233
  280,20190713,  160,  138,  195
  280,20190714,  144,  126,  161
  280,20190715,  148,  126,  186
  280,20190716,  148,  134,  167
  280,20190717,  174,  132,  233
  280,20190718,  188,  112,  257
  280,20190719,  194,  125,  251
  280,20190720,  197,  156,  242
  280,20190721,  173,  108,  227
  280,20190722,  194,  116,  265
  280,20190723,  231,  131,  316
  280,20190724,  275,  188,  369
  280,20190725,  283,  161,  369
  280,20190726,  281,  215,  349
  280,20190727,  247,  182,  312
  280,20190728,  229,  170,  299
  280,20190729,  202,  143,  247
  280,20190730,  215,  137,  303
  280,20190731,  179,  140,  241
  280,20190801,  174,  132,  235
  280,20190802,  185,  143,  238
  280,20190803,  177,  123,  208
  280,20190804,  178,   96,  240
  280,20190805,  196,  154,  263
  280,20190806,  189,  133,  249
  280,20190807,  184,  142,  243
  280,20190808,  183,  107,  245
  280,20190809,  172,   94,  208
  280,20190810,  199,  166,  240
  280,20190811,  184,  144,  228
  280,20190812,  168,  132,  226
  280,20190813,  133,   82,  190
  280,20190814,  155,   76,  221
  280,20190815,  170,  141,  211
  280,20190816,  179,  132,  223
  280,20190817,  177,  154,  227
  280,20190818,  163,  126,  202
  280,20190819,  168,  130,  224
  280,20190820,  156,   87,  220
  280,20190821,  152,   76,  228
  280,20190822,  168,   80,  251
  280,20190823,  180,   83,  256
  280,20190824,  212,  134,  298
  280,20190825,  219,  125,  311
  280,20190826,  226,  122,  310
  280,20190827,  250,  165,  334
  280,20190828,  236,  160,  321
  280,20190829,  193,  120,  254
  280,20190830,  174,   98,  253
  280,20190831,  204,  103,  300
  280,20190901,  155,   91,  202
  280,20190902,  145,   78,  210
  280,20190903,  165,  135,  198
  280,20190904,  148,  103,  203
  280,20190905,  132,   67,  178
  280,20190906,  132,   87,  174
  280,20190907,  131,   67,  186
  280,20190908,  136,   93,  186
  280,20190909,  118,   53,  187
  280,20190910,  120,   38,  195
  280,20190911,  138,   84,  162
  280,20190912,  176,  123,  222
  280,20190913,  155,   72,  199
  280,20190914,  122,   55,  195
  280,20190915,  143,   84,  210
  280,20190916,  129,   86,  174
  280,20190917,  122,   69,  170
  280,20190918,  107,   43,  168
  280,20190919,   99,   33,  171
  280,20190920,  104,   34,  164
  280,20190921,  144,   57,  227
  280,20190922,  179,   96,  254
  280,20190923,  158,  109,  194
  280,20190924,  149,  101,  193
  280,20190925,  150,  133,  176
  280,20190926,  158,  129,  174
  280,20190927,  151,  122,  196
  280,20190928,  145,  127,  178
  280,20190929,  145,  127,  164
  280,20190930,  136,  110,  175
  280,20191001,  131,  101,  180
  280,20191002,  107,   68,  143
  280,20191003,  110,   66,  160
  280,20191004,   91,   71,  101
  280,20191005,   88,   18,  142
  280,20191006,   84,   53,  103
  280,20191007,   89,   24,  128
  280,20191008,  130,  105,  166
  280,20191009,  102,   81,  128
  280,20191010,  115,   84,  152
  280,20191011,  139,  124,  156
  280,20191012,  117,  102,  140
  280,20191013,  152,  107,  201
  280,20191014,  132,   97,  150
  280,20191015,  147,  110,  182
  280,20191016,  133,  114,  159
  280,20191017,  132,  109,  163
  280,20191018,  122,  100,  162
  280,20191019,  115,   99,  138
  280,20191020,  106,   77,  129
  280,20191021,  120,   92,  160
  280,20191022,  115,   69,  145
  280,20191023,   98,   32,  144
  280,20191024,  137,  106,  169
  280,20191025,  134,  112,  153
  280,20191026,  157,  115,  180
  280,20191027,   94,   60,  133
  280,20191028,   76,   31,  128
  280,20191029,   46,   -4,  110
  280,20191030,   32,  -17,   93
  280,20191031,   27,  -21,   85
  280,20191101,   47,   -4,  112
  280,20191102,  124,  102,  146
  280,20191103,  108,   91,  126
  280,20191104,  101,   80,  121
  280,20191105,   96,   83,  112
  280,20191106,   67,   19,  102
  280,20191107,   63,   17,   88
  280,20191108,   46,   -8,   99
  280,20191109,   43,  -14,   74
  280,20191110,   49,    6,   95
  280,20191111,   47,   11,   73
  280,20191112,   48,   34,   64
  280,20191113,   57,   26,  102
  280,20191114,   43,   21,   70
  280,20191115,   36,   10,   52
  280,20191116,   42,    8,   61
  280,20191117,   37,   -9,   59
  280,20191118,   73,   57,   82
  280,20191119,   45,  -23,   91
  280,20191120,  -10,  -33,   11
  280,20191121,   21,   -8,   44
  280,20191122,   46,   15,   91
  280,20191123,   64,   38,   88
  280,20191124,   58,   38,   76
  280,20191125,   59,   31,   74
  280,20191126,   80,   25,  103
  280,20191127,   99,   89,  119
  280,20191128,   90,   55,  108
  280,20191129,   47,    3,   81
  280,20191130,   13,  -30,   79
  280,20191201,    3,  -34,   47
  280,20191202,   45,  -12,   87
  280,20191203,   54,   12,   82
  280,20191204,   31,  -23,   72
  280,20191205,   15,  -30,   57
  280,20191206,   69,   56,   86
  280,20191207,   89,   78,   98
  280,20191208,   85,   51,  106
  280,20191209,   60,   40,   81
  280,20191210,   45,   -3,   68
  280,20191211,   58,   41,   70
  280,20191212,   42,   27,   55
  280,20191213,   35,   20,   56
  280,20191214,   50,   30,   68
  280,20191215,   64,   30,   90
  280,20191216,   64,   42,   85
  280,20191217,   91,   57,  129
  280,20191218,   57,   44,   77
  280,20191219,   96,   51,  130
  280,20191220,  102,   79,  121
  280,20191221,   76,   54,   89
  280,20191222,   71,   54,   83
  280,20191223,   75,   62,   90
  280,20191224,   65,   49,   79
  280,20191225,   55,   14,   86
  280,20191226,   49,   25,   69
  280,20191227,   22,   -3,   48
  280,20191228,   -3,  -27,   13
  280,20191229,   14,  -17,   39
  280,20191230,   50,   31,   78
  280,20191231,   31,  -21,   83
  280,20200101,    1,   -8,   11
  280,20200102,   21,   -8,   61
  280,20200103,   66,   26,   89
  280,20200104,   48,   -8,   83
  280,20200105,   51,  -10,   73
  280,20200106,   52,   29,   65
  280,20200107,   64,   20,   83
  280,20200108,   95,   74,  117
  280,20200109,  110,   74,  123
  280,20200110,   62,    2,  118
  280,20200111,   48,   -5,   72
  280,20200112,   65,   22,   92
  280,20200113,   65,   21,   94
  280,20200114,  101,   83,  126
  280,20200115,   92,   51,  120
  280,20200116,   67,   42,   91
  280,20200117,   79,   49,   92
  280,20200118,   38,   10,   70
  280,20200119,   36,   -8,   83
  280,20200120,   33,  -12,   74
  280,20200121,   35,    5,   69
  280,20200122,   44,   -8,   85
  280,20200123,   19,   -6,   48
  280,20200124,   25,   15,   36
  280,20200125,   25,   16,   33
  280,20200126,   39,    2,   72
  280,20200127,   78,   65,   93
  280,20200128,   46,   17,   72
  280,20200129,   50,   31,   72
  280,20200130,   84,   56,  110
  280,20200131,   98,   75,  118
  280,20200201,  101,   79,  113
  280,20200202,   71,   64,   82
  280,20200203,   83,   52,  100
  280,20200204,   53,   33,   73
  280,20200205,   24,  -35,   78
  280,20200206,   54,   10,   76
  280,20200207,   53,   23,   79
  280,20200208,   60,   21,   95
  280,20200209,   93,   68,  112
  280,20200210,   66,   14,   95
  280,20200211,   46,   27,   58
  280,20200212,   46,   23,   68
  280,20200213,   39,   13,   57
  280,20200214,   60,   45,   72
  280,20200215,   97,   65,  125
  280,20200216,  109,   76,  140
  280,20200217,   77,   62,  100
  280,20200218,   68,   49,   90
  280,20200219,   52,   30,   74
  280,20200220,   74,   44,  103
  280,20200221,   70,   41,   85
  280,20200222,   86,   68,  102
  280,20200223,   63,   48,  105
  280,20200224,   61,   27,  103
  280,20200225,   52,   14,   84
  280,20200226,   30,    2,   73
  280,20200227,   22,    1,   42
  280,20200228,   36,   -3,   69
  280,20200229,   85,   48,  132
  280,20200301,   57,   26,   94
  280,20200302,   50,   26,   73
  280,20200303,   42,    5,   95
  280,20200304,   39,  -14,   98
  280,20200305,   48,  -14,   89
  280,20200306,   53,   43,   62
  280,20200307,   69,    6,  104
  280,20200308,   82,   65,   95
  280,20200309,   73,   55,  108
  280,20200310,   97,   56,  118
  280,20200311,  101,   65,  138
  280,20200312,   74,   43,  111
  280,20200313,   51,  -30,   98
  280,20200314,   57,  -33,  112
  280,20200315,   95,   76,  126
  280,20200316,   68,   10,  126
  280,20200317,   76,    2,  129
  280,20200318,   94,   63,  120
  280,20200319,   76,   62,  105
  280,20200320,   62,   22,   84
  280,20200321,   40,    5,   89
  280,20200322,   31,  -11,   78
  280,20200323,   36,  -14,   92
  280,20200324,   49,  -15,  108
  280,20200325,   54,  -16,  124
  280,20200326,   51,  -16,  110
  280,20200327,   74,    3,  142
  280,20200328,   66,   45,  101
  280,20200329,   38,  -35,   58
  280,20200330,   37,  -42,   90
  280,20200331,   26,  -32,   86
  280,20200401,   49,  -34,   86
  280,20200402,   71,    4,  120
  280,20200403,   49,  -16,   91
  280,20200404,   85,   -8,  148
  280,20200405,  121,   35,  196
  280,20200406,  141,   64,  236
  280,20200407,  112,   57,  176
  280,20200408,  128,   47,  219
  280,20200409,   92,   21,  182
  280,20200410,   76,   19,  138
  280,20200411,  105,   23,  198
  280,20200412,  129,   27,  213
  280,20200413,   68,   44,   91
  280,20200414,   55,   -1,   94
  280,20200415,   81,    1,  162
  280,20200416,   85,   -3,  164
  280,20200417,   70,    9,  123
  280,20200418,  104,   11,  188
  280,20200419,  105,   47,  165
  280,20200420,  111,   27,  174
  280,20200421,  125,   61,  184
  280,20200422,  136,   68,  202
  280,20200423,  145,   54,  225
  280,20200424,  108,   67,  166
  280,20200425,   89,    9,  142
  280,20200426,   77,   -2,  147
  280,20200427,  121,   27,  205
  280,20200428,   87,   68,  109
  280,20200429,  102,   70,  134
  280,20200430,  116,   84,  160
  280,20200501,   95,   66,  125
  280,20200502,   93,   42,  138
  280,20200503,  102,   51,  148
  280,20200504,   84,   20,  138
  280,20200505,   69,  -11,  128
  280,20200506,   76,  -14,  145
  280,20200507,   95,  -11,  183
  280,20200508,  131,   11,  217
  280,20200509,  157,   74,  231
  280,20200510,  112,   67,  192
  280,20200511,   72,   27,  109
  280,20200512,   66,    0,  126
  280,20200513,   67,    8,  114
  280,20200514,   58,  -30,  123
  280,20200515,   78,  -29,  145
  280,20200516,  102,   29,  171
  280,20200517,  114,    5,  188
  280,20200518,  141,   65,  207
  280,20200519,  152,  107,  200
  280,20200520,  152,  106,  206
  280,20200521,  182,   93,  253
  280,20200522,  170,  122,  229
  280,20200523,  146,  106,  189
  280,20200524,  131,  102,  159
  280,20200525,  128,   53,  172
  280,20200526,  141,   44,  216
  280,20200527,  135,   77,  191
  280,20200528,  119,   37,  174
  280,20200529,  127,   15,  209
  280,20200530,  158,   76,  219
  280,20200531,  157,   90,  214
  280,20200601,  173,   89,  245
  280,20200602,  202,  125,  274
  280,20200603,  178,  130,  249
  280,20200604,  124,   88,  144
  280,20200605,   92,   57,  138
  280,20200606,  115,   62,  162
  280,20200607,  123,   87,  178
  280,20200608,  133,   83,  186
  280,20200609,  119,   54,  160
  280,20200610,  126,   47,  171
  280,20200611,  149,  131,  163
  280,20200612,  195,  152,  250
  280,20200613,  205,  167,  271
  280,20200614,  194,  165,  251
  280,20200615,  178,  158,  211
  280,20200616,  183,  140,  226
  280,20200617,  185,  140,  234
  280,20200618,  172,  149,  199
  280,20200619,  173,  113,  232
  280,20200620,  163,   95,  220
  280,20200621,  176,   89,  248
  280,20200622,  171,   94,  235
  280,20200623,  183,   84,  258
  280,20200624,  209,  126,  271
  280,20200625,  230,  152,  292
  280,20200626,  238,  169,  304
  280,20200627,  207,  162,  272
  280,20200628,  176,  118,  220
  280,20200629,  155,  120,  205
  280,20200630,  141,  129,  172
  280,20200701,  172,  124,  229
  280,20200702,  161,   95,  213
  280,20200703,  166,   92,  216
  280,20200704,  162,  138,  175
  280,20200705,  173,  138,  222
  280,20200706,  141,   90,  182
  280,20200707,  131,   66,  181
  280,20200708,  135,  111,  174
  280,20200709,  130,  118,  142
  280,20200710,  131,   72,  176
  280,20200711,  134,   71,  188
  280,20200712,  139,   58,  205
  280,20200713,  161,   63,  227
  280,20200714,  145,   76,  176
  280,20200715,  134,   77,  194
  280,20200716,  160,   89,  198
  280,20200717,  179,  134,  217
  280,20200718,  196,  123,  255
  280,20200719,  183,  144,  247
  280,20200720,  150,   82,  200
  280,20200721,  140,   67,  203
  280,20200722,  145,   76,  197
  280,20200723,  174,  121,  234
  280,20200724,  176,  113,  236
  280,20200725,  173,  105,  209
  280,20200726,  178,  122,  223
  280,20200727,  171,  128,  203
  280,20200728,  164,  120,  206
  280,20200729,  144,   74,  184
  280,20200730,  160,   55,  232
  280,20200731,  211,  116,  280
  280,20200801,  198,  116,  269
  280,20200802,  160,   96,  221
  280,20200803,  143,   81,  200
  280,20200804,  158,   82,  208
  280,20200805,  197,  135,  262
  280,20200806,  215,  129,  294
  280,20200807,  237,  142,  321
  280,20200808,  247,  145,  333
  280,20200809,  236,  182,  302
  280,20200810,  247,  169,  322
  280,20200811,  262,  183,  330
  280,20200812,  265,  197,  330
  280,20200813,  254,  189,  320
  280,20200814,  216,  183,  265
  280,20200815,  213,  167,  262
  280,20200816,  228,  159,  298
  280,20200817,  189,  132,  228
  280,20200818,  175,  119,  244
  280,20200819,  201,  110,  263
  280,20200820,  229,  192,  273
  280,20200821,  234,  156,  300
  280,20200822,  185,  148,  230
  280,20200823,  163,  120,  204
  280,20200824,  153,   90,  193
  280,20200825,  153,   82,  185
  280,20200826,  166,  136,  206
  280,20200827,  154,  107,  192
  280,20200828,  151,  115,  214
  280,20200829,  150,  108,  193
  280,20200830,  156,  135,  205
  280,20200831,  149,   97,  193
  280,20200901,  142,   66,  205
  280,20200902,  135,   41,  212
  280,20200903,  141,   90,  182
  280,20200904,  167,  130,  218
  280,20200905,  140,   93,  189
  280,20200906,  126,   77,  194
  280,20200907,  138,   63,  205
  280,20200908,  172,  141,  210
  280,20200909,  160,   86,  195
  280,20200910,  135,   67,  186
  280,20200911,  135,   79,  190
  280,20200912,  133,   75,  190
  280,20200913,  159,  101,  232
  280,20200914,  180,   89,  269
  280,20200915,  203,  113,  298
  280,20200916,  167,  121,  220
  280,20200917,  128,   75,  182
  280,20200918,  121,   48,  196
  280,20200919,  135,   64,  220
  280,20200920,  138,   60,  214
  280,20200921,  141,   67,  236
  280,20200922,  125,   41,  226
  280,20200923,  158,   67,  225
  280,20200924,  139,  103,  185
  280,20200925,  113,   61,  147
  280,20200926,  108,   31,  152
  280,20200927,  139,  126,  167
  280,20200928,  125,  115,  135
  280,20200929,  129,  106,  172
  280,20200930,  153,  127,  185
  280,20201001,  137,  103,  172
  280,20201002,  129,   64,  182
  280,20201003,  132,   94,  154
  280,20201004,  116,   95,  151
  280,20201005,  114,   98,  128
  280,20201006,  121,   95,  149
  280,20201007,  117,   74,  161
  280,20201008,  123,   94,  159
  280,20201009,  101,   46,  151
  280,20201010,   79,   42,  133
  280,20201011,   84,   32,  127
  280,20201012,   95,   49,  145
  280,20201013,   90,   63,  140
  280,20201014,   98,   74,  121
  280,20201015,   87,   30,  115
  280,20201016,   70,   13,  122
  280,20201017,   88,   28,  138
  280,20201018,   93,   51,  126
  280,20201019,   91,   60,  117
  280,20201020,  107,   65,  140
  280,20201021,  145,  125,  182
  280,20201022,  134,  103,  164
  280,20201023,  117,   67,  158
  280,20201024,  130,  101,  153
  280,20201025,  120,   90,  155
  280,20201026,   99,   84,  121
  280,20201027,   96,   75,  111
  280,20201028,  101,   85,  132
  280,20201029,  101,   60,  133
  280,20201030,  140,  132,  145
  280,20201031,  132,   89,  144
  280,20201101,  132,   89,  174
  280,20201102,  158,   94,  194
  280,20201103,   91,   55,  122
  280,20201104,   64,   10,  120
  280,20201105,   69,    7,  113
  280,20201106,   92,   55,  131
  280,20201107,   63,   22,  126
  280,20201108,   71,   23,  126
  280,20201109,   77,   47,  112
  280,20201110,   56,   46,   69
  280,20201111,   94,   69,  109
  280,20201112,   98,   61,  124
  280,20201113,   88,   50,  120
  280,20201114,  109,   63,  138
  280,20201115,  123,   85,  161
  280,20201116,   96,   73,  121
  280,20201117,  117,   78,  132
  280,20201118,  123,  101,  138
  280,20201119,   71,   13,  105
  280,20201120,   50,   20,   91
  280,20201121,   79,   46,   99
  280,20201122,   71,   12,  110
  280,20201123,   55,   15,  103
  280,20201124,   71,   41,   95
  280,20201125,   58,   37,   83
  280,20201126,   78,   50,  105
  280,20201127,   66,   49,   78
  280,20201128,   47,   23,   64
  280,20201129,   -1,  -45,   41
  280,20201130,   13,  -50,   82
  280,20201201,   72,   51,   93
  280,20201202,   46,   43,   51
  280,20201203,   49,   37,   57
  280,20201204,   55,   28,   85
  280,20201205,   25,  -11,   63
  280,20201206,   30,  -14,   57
  280,20201207,   49,   31,   65
  280,20201208,   35,   19,   45
  280,20201209,   21,    8,   33
  280,20201210,   12,    6,   17
  280,20201211,   24,    2,   43
  280,20201212,   42,   28,   59
  280,20201213,   53,   28,   77
  280,20201214,   83,   56,  103
  280,20201215,   86,   59,   93
  280,20201216,   76,   64,   94
  280,20201217,   84,   62,   98
  280,20201218,   73,   57,   91
  280,20201219,   88,   59,  115
  280,20201220,   83,   64,   97
  280,20201221,   69,   43,  104
  280,20201222,   83,   25,  121
  280,20201223,   65,   49,   76
  280,20201224,   48,   30,   68
  280,20201225,   27,  -15,   63
  280,20201226,   42,   10,   60
  280,20201227,   47,   40,   56
  280,20201228,   31,   -2,   54
  280,20201229,   27,   17,   39
  280,20201230,   36,   22,   60
  280,20201231,   17,  -33,   42
  280,20210101,   19,  -23,   57
  280,20210102,   34,    9,   46
  280,20210103,   35,   24,   42
  280,20210104,   26,   17,   35
  280,20210105,   25,   18,   30
  280,20210106,   16,    5,   23
  280,20210107,   16,    3,   36
  280,20210108,   13,   -6,   43
  280,20210109,    2,  -35,   50
  280,20210110,   12,  -41,   42
  280,20210111,   49,   37,   67
  280,20210112,   43,    6,   72
  280,20210113,   35,   10,   67
  280,20210114,   -6,  -44,   22
  280,20210115,    7,   -5,   19
  280,20210116,    3,   -9,   19
  280,20210117,   14,   -8,   54
  280,20210118,   35,  -16,   57
  280,20210119,   70,   46,   95
  280,20210120,   85,   69,  100
  280,20210121,   71,   36,  110
  280,20210122,   35,    5,   71
  280,20210123,   16,  -16,   51
  280,20210124,   -2,  -43,   51
  280,20210125,   -4,  -67,   51
  280,20210126,   21,   -7,   61
  280,20210127,   32,    3,   57
  280,20210128,   21,   11,   47
  280,20210129,   20,   -5,   74
  280,20210130,  -18,  -55,    6
  280,20210131,  -29,  -86,   15
  280,20210201,  -16,  -36,   -2
  280,20210202,    3,   -7,   15
  280,20210203,   55,    6,   93
  280,20210204,   23,   16,   42
  280,20210205,   24,   16,   33
  280,20210206,    0,  -17,   16
  280,20210207,  -44,  -54,  -17
  280,20210208,  -33,  -51,  -16
  280,20210209,  -29,  -89,  -11
  280,20210210,  -38,  -98,  -10
  280,20210211,  -45, -126,    5
  280,20210212,  -61, -104,  -24
  280,20210213,  -62, -115,  -16
  280,20210214,  -27,  -92,   19
  280,20210215,   16,    4,   31
  280,20210216,   53,   27,   74
  280,20210217,   77,   55,   98
  280,20210218,   84,   41,  108
  280,20210219,   67,   26,  103
  280,20210220,  117,   81,  157
  280,20210221,  101,   19,  167
  280,20210222,  104,   20,  155
  280,20210223,  119,   56,  163
  280,20210224,  130,   86,  174
  280,20210225,  104,   59,  159
  280,20210226,   61,   33,   99
  280,20210227,   42,   -7,   85
  280,20210228,   22,  -12,   73
  280,20210301,   41,   15,   81
  280,20210302,   49,    5,  123
  280,20210303,   29,  -15,   84
  280,20210304,   34,    9,   59
  280,20210305,   10,  -54,   68
  280,20210306,   18,  -45,   61
  280,20210307,   33,   -6,   57
  280,20210308,   39,   22,   63
  280,20210309,   40,   26,   52
  280,20210310,   51,   -1,   76
  280,20210311,   80,   58,  109
  280,20210312,   56,   16,   85
  280,20210313,   60,   42,   88
  280,20210314,   61,   30,  104
  280,20210315,   57,   13,   83
  280,20210316,   59,   42,   91
  280,20210317,   35,  -22,   76
  280,20210318,   29,  -28,   68
  280,20210319,   34,  -36,   89
  280,20210320,   32,  -45,   71
  280,20210321,   58,   30,   73
  280,20210322,   57,   21,   78
  280,20210323,   71,   19,  111
  280,20210324,   72,   13,  136
  280,20210325,   70,    7,  135
  280,20210326,   99,   51,  153
  280,20210327,   53,   14,   89
  280,20210328,   81,   39,  113
  280,20210329,  112,   58,  166
  280,20210330,  111,   27,  209
  280,20210331,  130,   21,  237
  280,20210401,   70,   13,  103
  280,20210402,   59,   18,   81
  280,20210403,   65,   36,  100
  280,20210404,   61,   42,   81
  280,20210405,   28,   -3,   75
  280,20210406,   19,  -19,   65
  280,20210407,   28,  -11,   75
  280,20210408,   49,   -5,   94
  280,20210409,   62,   42,  100
  280,20210410,   45,   22,   79
