# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 280         6.585       53.125      5.20        Eelde       
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# STN,YYYYMMDD,   TG,   TN,   TX
  280,20210411,   29,  -28,   60
  280,20210412,   24,  -37,   75
  280,20210413,   35,  -31,   94
  280,20210414,   42,  -32,   90
  280,20210415,   49,  -28,  107
  280,20210416,   56,  -39,  116
  280,20210417,   56,  -21,  118
  280,20210418,   78,  -17,  151
  280,20210419,   96,   39,  153
  280,20210420,  104,   21,  177
  280,20210421,   65,    1,  109
  280,20210422,   61,  -21,  100
  280,20210423,   54,  -26,  121
  280,20210424,   62,  -22,  114
  280,20210425,   62,  -19,  108
  280,20210426,   47,  -45,  109
  280,20210427,   75,  -13,  137
  280,20210428,   95,   21,  158
  280,20210429,   82,   72,   94
  280,20210430,   82,   60,  129
  280,20210501,   79,   41,  120
  280,20210502,   62,    1,  102
  280,20210503,   86,    9,  131
  280,20210504,   82,   61,  122
  280,20210505,   64,    7,  101
  280,20210506,   49,    0,  100
  280,20210507,   64,    5,  128
  280,20210508,   83,    0,  134
  280,20210509,  179,   92,  248
  280,20210510,  159,  118,  208
  280,20210511,  130,  112,  161
  280,20210512,  127,   54,  177
  280,20210513,  104,   45,  159
  280,20210514,   96,   74,  131
  280,20210515,  103,   45,  157
  280,20210516,  107,   62,  155
  280,20210517,  106,   65,  153
  280,20210518,   99,   33,  146
  280,20210519,   87,   28,  142
  280,20210520,  111,   13,  167
  280,20210521,  123,   92,  155
  280,20210522,  102,   60,  137
  280,20210523,  100,   35,  138
  280,20210524,  115,   85,  143
  280,20210525,   97,   60,  140
  280,20210526,  102,   56,  146
  280,20210527,  108,   77,  138
  280,20210528,  118,   67,  170
  280,20210529,  115,   74,  153
  280,20210530,  124,   77,  185
  280,20210531,  151,   78,  227
  280,20210601,  177,   90,  242
  280,20210602,  181,   96,  239
  280,20210603,  202,  136,  274
  280,20210604,  189,  125,  255
  280,20210605,  158,  136,  190
  280,20210606,  137,   88,  162
  280,20210607,  153,   79,  211
  280,20210608,  163,  110,  238
  280,20210609,  186,   93,  259
  280,20210610,  183,   72,  261
  280,20210611,  190,  109,  253
  280,20210612,  154,   68,  200
  280,20210613,  152,   55,  219
  280,20210614,  186,   88,  265
  280,20210615,  156,  106,  206
  280,20210616,  201,  103,  276
  280,20210617,  245,  153,  336
  280,20210618,  207,  165,  269
  280,20210619,  188,  154,  231
  280,20210620,  175,  138,  215
  280,20210621,  130,   84,  144
  280,20210622,  138,   90,  172
  280,20210623,  137,   82,  169
  280,20210624,  141,   72,  187
  280,20210625,  154,   56,  208
  280,20210626,  190,  146,  237
  280,20210627,  187,  136,  242
  280,20210628,  199,  141,  272
  280,20210629,  167,  147,  188
  280,20210630,  139,  132,  148
  280,20210701,  166,  134,  212
  280,20210702,  164,  100,  221
  280,20210703,  181,   83,  245
  280,20210704,  186,  161,  239
  280,20210705,  170,  144,  211
  280,20210706,  178,  132,  228
  280,20210707,  173,  116,  227
  280,20210708,  176,  102,  237
  280,20210709,  173,  115,  224
  280,20210710,  170,  110,  221
  280,20210711,  190,  124,  233
  280,20210712,  201,  153,  243
  280,20210713,  195,  169,  222
  280,20210714,  205,  180,  240
  280,20210715,  184,  163,  203
  280,20210716,  173,  140,  199
  280,20210717,  189,  131,  239
  280,20210718,  188,  120,  249
  280,20210719,  168,  117,  206
  280,20210720,  169,  108,  215
  280,20210721,  176,   99,  223
  280,20210722,  174,  147,  211
  280,20210723,  172,  130,  198
  280,20210724,  194,  111,  251
  280,20210725,  197,  152,  253
  280,20210726,  202,  138,  253
  280,20210727,  190,  158,  237
  280,20210728,  171,  146,  228
  280,20210729,  160,  117,  209
  280,20210730,  165,  114,  230
  280,20210731,  168,  147,  210
  280,20210801,  157,  115,  201
  280,20210802,  148,   92,  190
  280,20210803,  152,   73,  200
  280,20210804,  167,  126,  214
  280,20210805,  178,  101,  242
  280,20210806,  173,  141,  221
  280,20210807,  170,  136,  220
  280,20210808,  165,  140,  205
  280,20210809,  157,  137,  200
  280,20210810,  160,  100,  209
  280,20210811,  174,   97,  241
  280,20210812,  187,  122,  244
  280,20210813,  173,  127,  218
  280,20210814,  174,  134,  227
  280,20210815,  186,  136,  248
  280,20210816,  157,  132,  180
  280,20210817,  156,  123,  194
  280,20210818,  164,  123,  197
  280,20210819,  159,  143,  192
  280,20210820,  168,  129,  221
  280,20210821,  186,  146,  232
  280,20210822,  177,  153,  209
  280,20210823,  175,  132,  216
  280,20210824,  170,  112,  218
  280,20210825,  147,   88,  196
  280,20210826,  166,  141,  203
  280,20210827,  159,  139,  192
  280,20210828,  165,  152,  186
  280,20210829,  166,  150,  180
  280,20210830,  176,  128,  210
  280,20210831,  161,  126,  192
  280,20210901,  152,   85,  182
  280,20210902,  137,   76,  194
  280,20210903,  138,   61,  196
  280,20210904,  154,  104,  197
  280,20210905,  138,   72,  209
  280,20210906,  149,   56,  223
  280,20210907,  184,  129,  249
  280,20210908,  189,  115,  262
  280,20210909,  196,  122,  274
  280,20210910,  193,  164,  241
  280,20210911,  180,  160,  213
  280,20210912,  164,  113,  204
  280,20210913,  144,   84,  188
  280,20210914,  169,   88,  222
  280,20210915,  175,  128,  219
  280,20210916,  154,  114,  200
  280,20210917,  145,   95,  197
  280,20210918,  149,   97,  204
  280,20210919,  141,   92,  181
  280,20210920,  121,   73,  168
  280,20210921,  130,   78,  180
  280,20210922,  138,   70,  213
  280,20210923,  144,  111,  184
  280,20210924,  167,  124,  213
  280,20210925,  179,  150,  204
  280,20210926,  179,  145,  225
  280,20210927,  151,   84,  212
  280,20210928,  130,   80,  187
  280,20210929,  109,   98,  125
  280,20210930,  118,   69,  161
  280,20211001,  133,  113,  164
  280,20211002,  140,  113,  167
  280,20211003,  129,  110,  165
  280,20211004,  134,  107,  178
  280,20211005,  126,   94,  180
  280,20211006,  107,   41,  157
  280,20211007,   77,   37,  119
  280,20211008,   97,   42,  171
  280,20211009,   98,   36,  156
  280,20211010,   93,    6,  159
  280,20211011,  107,   72,  153
  280,20211012,   99,   37,  144
  280,20211013,  106,   45,  143
  280,20211014,  132,  113,  150
  280,20211015,  106,   36,  144
  280,20211016,   95,   32,  128
  280,20211017,  109,   86,  136
  280,20211018,  117,   79,  146
  280,20211019,  152,  123,  180
  280,20211020,  152,  119,  175
  280,20211021,   93,   57,  137
  280,20211022,   80,   28,  114
  280,20211023,   90,   38,  123
  280,20211024,   76,   25,  130
  280,20211025,   92,   52,  114
  280,20211026,  118,   81,  135
  280,20211027,  134,   97,  152
  280,20211028,  117,   84,  165
  280,20211029,  131,   93,  168
  280,20211030,  119,   98,  137
  280,20211031,  117,   91,  148
  280,20211101,   96,   63,  126
  280,20211102,   71,   46,   95
  280,20211103,   56,   21,   71
  280,20211104,   60,   18,  109
  280,20211105,   78,   27,  127
  280,20211106,   99,   70,  113
  280,20211107,   91,   67,  119
  280,20211108,   83,   49,  117
  280,20211109,   86,   55,  106
  280,20211110,   92,   83,  107
  280,20211111,   98,   86,  127
  280,20211112,   82,   66,  102
  280,20211113,   98,   81,  117
  280,20211114,   86,   71,   97
  280,20211115,   57,   51,   72
  280,20211116,   45,   40,   52
  280,20211117,   73,   46,  118
  280,20211118,  101,   59,  125
  280,20211119,  112,   78,  139
  280,20211120,   97,   86,  105
  280,20211121,   75,   40,  104
  280,20211122,   38,  -32,   92
  280,20211123,   73,   30,  109
  280,20211124,   66,   56,   77
  280,20211125,   48,   10,   92
  280,20211126,   36,   20,   54
  280,20211127,   37,   23,   50
  280,20211128,   21,  -20,   42
  280,20211129,   24,  -22,   56
  280,20211130,   69,   37,   89
  280,20211201,   74,   32,  102
  280,20211202,   11,  -22,   39
  280,20211203,   29,  -13,   45
  280,20211204,   43,   27,   50
  280,20211205,   34,   14,   51
  280,20211206,   24,   15,   35
  280,20211207,   26,   -9,   56
  280,20211208,   43,   20,   64
  280,20211209,   26,    0,   45
  280,20211210,   11,  -51,   48
  280,20211211,   -5,  -66,   41
  280,20211212,   79,   39,  103
  280,20211213,   94,   82,  104
  280,20211214,   87,   77,   99
  280,20211215,   90,   35,  107
  280,20211216,   74,   37,   86
  280,20211217,   79,   64,   93
  280,20211218,   74,   58,   89
  280,20211219,   72,   54,   82
  280,20211220,    7,  -50,   78
  280,20211221,  -31,  -68,   38
  280,20211222,  -32,  -70,   -8
  280,20211223,   13,  -18,   57
  280,20211224,   49,  -21,   87
  280,20211225,  -43,  -79,  -18
  280,20211226,  -38,  -79,   -8
  280,20211227,    9,  -16,   41
  280,20211228,   62,   39,   85
  280,20211229,   79,   61,  106
  280,20211230,  112,   64,  129
  280,20211231,  118,  103,  132
  280,20220101,  117,   98,  131
  280,20220102,  106,   78,  124
  280,20220103,   88,   67,  107
  280,20220104,   48,    0,   82
  280,20220105,   49,    4,   78
  280,20220106,   25,  -32,   63
  280,20220107,   30,    7,   51
  280,20220108,   23,   -6,   44
  280,20220109,   45,    2,   77
  280,20220110,    2,  -41,   63
  280,20220111,   14,  -14,   38
  280,20220112,   37,   -1,   58
  280,20220113,   57,   29,   77
  280,20220114,   64,   53,   73
  280,20220115,   44,   11,   60
  280,20220116,   49,    8,   72
  280,20220117,   71,   49,   93
  280,20220118,   53,   33,   69
  280,20220119,   45,   28,   68
  280,20220120,   30,    3,   46
  280,20220121,   47,    9,   70
  280,20220122,   60,   52,   68
  280,20220123,   58,   48,   72
  280,20220124,   44,   34,   53
  280,20220125,   32,   25,   39
  280,20220126,   40,   20,   60
  280,20220127,   67,   43,   92
  280,20220128,   57,   35,   74
  280,20220129,   86,   54,  117
  280,20220130,   51,   16,   75
  280,20220131,   50,   24,   79
  280,20220201,   65,   28,   89
  280,20220202,   63,   22,   88
  280,20220203,   74,   59,   82
  280,20220204,   57,   24,   93
  280,20220205,   53,   13,   77
  280,20220206,   62,   25,   86
  280,20220207,   56,   31,   81
  280,20220208,   89,   53,  104
  280,20220209,   83,   65,   94
  280,20220210,   54,    2,   86
  280,20220211,   29,  -38,   71
  280,20220212,   23,  -35,   65
  280,20220213,   51,    5,   98
  280,20220214,   87,   58,  104
  280,20220215,   69,   55,   90
  280,20220216,  100,   64,  121
  280,20220217,   75,   43,  107
  280,20220218,   66,   11,  110
  280,20220219,   48,   27,   81
  280,20220220,   69,   11,  103
  280,20220221,   56,    8,   74
  280,20220222,   60,   16,   92
  280,20220223,   71,   19,  110
  280,20220224,   55,   14,   97
  280,20220225,   46,  -15,   83
  280,20220226,   21,  -46,   87
  280,20220227,   36,  -13,   86
  280,20220228,   45,   -7,   96
  280,20220301,   47,    9,   83
  280,20220302,   39,   -8,   95
  280,20220303,   33,  -28,   97
  280,20220304,   18,  -17,   77
  280,20220305,   16,  -38,   70
  280,20220306,   24,  -31,   62
  280,20220307,   16,  -57,   84
  280,20220308,   43,  -22,  104
  280,20220309,   46,  -25,  125
  280,20220310,   65,  -39,  151
  280,20220311,   70,   15,  122
  280,20220312,   89,   50,  143
  280,20220313,   97,   46,  155
  280,20220314,   75,   -7,  123
  280,20220315,   66,  -11,  120
  280,20220316,   86,   -8,  141
  280,20220317,   73,   -8,  116
  280,20220318,   63,  -22,  145
  280,20220319,   66,    0,  123
  280,20220320,   61,   21,  118
  280,20220321,   82,   -1,  153
  280,20220322,   99,   17,  200
  280,20220323,   92,    8,  182
  280,20220324,   76,  -13,  173
  280,20220325,   59,  -44,  156
  280,20220326,   74,  -12,  158
  280,20220327,   77,   19,  141
  280,20220328,   67,   39,  113
  280,20220329,   63,    0,  103
  280,20220330,   48,   17,   81
  280,20220331,   14,   -1,   34
  280,20220401,   23,    0,   46
  280,20220402,   18,  -52,   67
  280,20220403,   29,  -58,   87
  280,20220404,   66,   25,   99
  280,20220405,   82,   61,  105
  280,20220406,   93,   78,  123
  280,20220407,   75,   50,  109
  280,20220408,   58,   26,  105
  280,20220409,   46,   20,   92
  280,20220410,   44,  -24,  104
  280,20220411,   65,  -29,  130
  280,20220412,  127,   52,  201
  280,20220413,  127,   87,  186
  280,20220414,  107,   38,  178
  280,20220415,   81,   60,  102
  280,20220416,   95,   39,  141
  280,20220417,  104,    6,  171
  280,20220418,  122,   44,  194
  280,20220419,  105,   29,  172
  280,20220420,   99,   33,  163
  280,20220421,  113,   41,  168
  280,20220422,  126,   68,  182
  280,20220423,  126,   79,  176
  280,20220424,  104,   64,  156
  280,20220425,   87,   66,  125
  280,20220426,   82,   15,  128
  280,20220427,   83,   37,  114
  280,20220428,   84,   40,  118
  280,20220429,   71,   22,  113
  280,20220430,   72,   12,  110
  280,20220501,   72,  -14,  144
  280,20220502,   88,   -1,  164
  280,20220503,   78,    6,  129
  280,20220504,   86,   34,  140
  280,20220505,  113,   36,  183
  280,20220506,  127,   32,  202
  280,20220507,  124,   64,  165
  280,20220508,   89,    8,  146
  280,20220509,  133,    8,  226
  280,20220510,  160,   86,  239
  280,20220511,  149,  108,  201
  280,20220512,  129,   63,  190
  280,20220513,  133,   88,  175
  280,20220514,  139,   55,  201
  280,20220515,  145,   41,  217
  280,20220516,  173,  104,  244
  280,20220517,  186,  106,  248
  280,20220518,  191,  122,  273
  280,20220519,  171,  126,  238
  280,20220520,  130,   75,  189
  280,20220521,  132,   58,  181
  280,20220522,  141,   35,  194
  280,20220523,  171,  118,  246
  280,20220524,  124,   67,  164
  280,20220525,  132,   63,  180
  280,20220526,  151,  124,  192
  280,20220527,  126,   91,  156
  280,20220528,  113,   92,  151
  280,20220529,   98,   45,  123
  280,20220530,   89,   20,  129
  280,20220531,  115,   52,  176
  280,20220601,  107,   47,  152
  280,20220602,  123,   33,  189
  280,20220603,  142,   63,  208
  280,20220604,  137,   95,  184
  280,20220605,  170,  100,  236
  280,20220606,  138,  115,  188
  280,20220607,  127,   57,  162
  280,20220608,  148,   59,  209
  280,20220609,  157,   84,  208
  280,20220610,  164,   82,  226
  280,20220611,  165,   83,  225
  280,20220612,  154,   81,  221
  280,20220613,  133,   61,  179
  280,20220614,  138,   52,  197
  280,20220615,  156,   70,  213
  280,20220616,  167,   93,  231
  280,20220617,  204,  100,  275
  280,20220618,  181,  137,  236
  280,20220619,  138,  114,  174
  280,20220620,  140,   70,  187
  280,20220621,  144,   55,  213
  280,20220622,  156,   47,  230
  280,20220623,  223,  105,  310
  280,20220624,  190,  153,  232
  280,20220625,  197,  156,  244
  280,20220626,  185,  164,  219
  280,20220627,  160,  105,  193
  280,20220628,  171,   94,  230
  280,20220629,  215,  147,  270
  280,20220630,  206,  142,  279
  280,20220701,  164,  108,  212
  280,20220702,  178,  108,  228
  280,20220703,  164,   85,  236
  280,20220704,  154,   84,  220
  280,20220705,  151,   74,  211
  280,20220706,  155,   96,  206
  280,20220707,  156,  138,  176
  280,20220708,  172,  107,  228
  280,20220709,  162,  121,  205
  280,20220710,  154,  111,  181
  280,20220711,  165,  144,  192
  280,20220712,  201,  138,  265
  280,20220713,  194,  101,  263
  280,20220714,  147,   77,  210
  280,20220715,  156,   78,  202
  280,20220716,  151,   72,  197
  280,20220717,  165,   60,  245
  280,20220718,  215,  109,  302
  280,20220719,  265,  137,  356
  280,20220720,  243,  176,  303
  280,20220721,  186,  147,  229
  280,20220722,  158,  115,  188
  280,20220723,  164,   85,  220
  280,20220724,  221,  144,  283
  280,20220725,  211,  169,  251
  280,20220726,  162,  103,  201
  280,20220727,  143,   73,  200
  280,20220728,  145,   64,  207
  280,20220729,  178,  114,  244
  280,20220730,  182,   90,  246
  280,20220731,  186,  162,  210
  280,20220801,  164,   87,  205
  280,20220802,  194,   92,  262
  280,20220803,  223,  163,  289
  280,20220804,  215,  162,  277
  280,20220805,  166,   83,  219
  280,20220806,  142,   64,  214
  280,20220807,  154,   60,  229
  280,20220808,  161,   86,  212
  280,20220809,  172,   79,  244
  280,20220810,  200,  121,  274
  280,20220811,  219,  129,  301
  280,20220812,  228,  140,  314
  280,20220813,  235,  134,  312
  280,20220814,  240,  169,  311
  280,20220815,  223,  172,  282
  280,20220816,  223,  156,  297
  280,20220817,  192,  154,  235
  280,20220818,  185,  123,  229
  280,20220819,  193,  102,  261
  280,20220820,  182,  125,  238
  280,20220821,  175,  107,  246
  280,20220822,  182,  116,  244
  280,20220823,  209,  124,  296
  280,20220824,  225,  138,  303
  280,20220825,  238,  180,  308
  280,20220826,  188,  130,  209
  280,20220827,  157,   93,  220
  280,20220828,  154,   69,  213
  280,20220829,  174,  133,  219
  280,20220830,  172,   98,  230
  280,20220831,  170,  100,  231
  280,20220901,  169,  103,  237
  280,20220902,  184,  110,  255
  280,20220903,  193,  137,  254
  280,20220904,  199,  127,  268
  280,20220905,  220,  145,  302
  280,20220906,  216,  167,  287
  280,20220907,  186,  145,  244
  280,20220908,  161,  127,  183
  280,20220909,  161,  116,  208
  280,20220910,  156,   98,  202
  280,20220911,  154,   88,  218
  280,20220912,  173,   94,  244
  280,20220913,  162,   96,  215
  280,20220914,  146,   95,  201
  280,20220915,  135,   94,  185
  280,20220916,  123,   72,  171
  280,20220917,  113,   77,  159
  280,20220918,  110,   76,  140
  280,20220919,  123,   59,  176
  280,20220920,  104,   36,  177
  280,20220921,  100,   20,  180
  280,20220922,  106,   29,  184
  280,20220923,  120,   53,  160
  280,20220924,  121,   47,  147
  280,20220925,  101,   33,  163
  280,20220926,  110,   92,  129
  280,20220927,   90,   47,  128
  280,20220928,   74,   16,  141
  280,20220929,   81,   12,  156
  280,20220930,  105,   17,  171
  280,20221001,  128,   94,  167
  280,20221002,  124,   78,  178
  280,20221003,  125,   63,  178
  280,20221004,  141,   90,  176
  280,20221005,  155,  126,  178
  280,20221006,  124,   91,  173
  280,20221007,  130,   84,  179
  280,20221008,  108,   50,  167
  280,20221009,   94,   25,  157
  280,20221010,   91,   35,  154
  280,20221011,   83,   19,  159
  280,20221012,   93,   28,  153
  280,20221013,  117,   94,  139
  280,20221014,  121,   96,  144
  280,20221015,  131,  117,  151
  280,20221016,  132,   88,  179
  280,20221017,  142,  102,  176
  280,20221018,  123,   50,  171
  280,20221019,  102,   66,  132
  280,20221020,   99,   60,  128
  280,20221021,  140,  113,  172
  280,20221022,  124,   74,  169
  280,20221023,  134,   75,  172
  280,20221024,  148,  111,  178
  280,20221025,  131,   88,  167
  280,20221026,  134,   74,  187
  280,20221027,  160,  115,  200
  280,20221028,  156,   93,  202
  280,20221029,  143,   86,  197
  280,20221030,  145,   86,  200
  280,20221031,  119,   55,  154
  280,20221101,  144,  126,  163
  280,20221102,  117,  102,  147
  280,20221103,  123,  103,  155
  280,20221104,   87,   31,  135
  280,20221105,   81,   19,  126
  280,20221106,   98,   77,  124
  280,20221107,  122,  104,  141
  280,20221108,  129,  108,  149
  280,20221109,  116,   89,  140
  280,20221110,  115,   87,  137
  280,20221111,   99,   38,  119
  280,20221112,   54,    2,  104
  280,20221113,   74,   28,  127
  280,20221114,   70,   55,   87
  280,20221115,  103,   67,  129
  280,20221116,  101,   77,  125
  280,20221117,   69,   64,   79
  280,20221118,   39,   11,   68
  280,20221119,  -13,  -54,   31
  280,20221120,    7,  -15,   36
  280,20221121,    4,  -59,   34
  280,20221122,   58,   23,   73
  280,20221123,   82,   72,  103
  280,20221124,   78,   62,  108
  280,20221125,   70,   22,  112
  280,20221126,   58,   15,   83
  280,20221127,   60,   55,   67
  280,20221128,   78,   59,   87
  280,20221129,   73,   59,   96
  280,20221130,   58,   49,   64
  280,20221201,   42,    1,   64
  280,20221202,   22,   17,   35
  280,20221203,   20,    3,   43
  280,20221204,   18,   -5,   47
  280,20221205,   52,   46,   54
  280,20221206,   39,  -13,   68
  280,20221207,   31,    7,   59
  280,20221208,   -4,  -57,   48
  280,20221209,  -26,  -66,   -2
  280,20221210,  -21,  -60,  -10
  280,20221211,   -1,  -16,    6
  280,20221212,  -18,  -74,   11
  280,20221213,  -48,  -88,    3
  280,20221214,  -64, -106,   -3
  280,20221215,  -12,  -67,   27
  280,20221216,   -2,  -23,   23
  280,20221217,  -21,  -41,    1
  280,20221218,  -29,  -72,    6
  280,20221219,   63,    6,   99
  280,20221220,   97,   67,  110
  280,20221221,   72,   55,   86
  280,20221222,   72,   38,   90
  280,20221223,   65,   49,   73
  280,20221224,   71,   36,   99
  280,20221225,   82,   52,   94
  280,20221226,   62,   20,   94
  280,20221227,   49,   23,   67
  280,20221228,   83,   53,  106
  280,20221229,   87,   56,  110
